1 1940
2 2403
3 2342
4 2360
5 2705
6 2779
7 2626
8 1970
9 1685
10 1417
11 1410
12 1353
13 1300
14 1313
15 1162
16 1002
17 901
18 740
19 637
20 606
21 575
22 694
23 898
24 1262
